title|media|date|datetime|desc|link|img|site
Novo CEO da Petrobras ‘faz cafuné’ em acionistas e ação salta mais de 5%||||bookmark_border|news.google.com/./articles/CBMidWh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9tZXJjYWRvLWZpbmFuY2Vpcm8vbm92by1jZW8tZGEtcGV0cm9icmFzLWZhei1jYWZ1bmUtZW0tYWNpb25pc3Rhcy1lLWFjYW8tc2FsdGEtbWFpcy1kZS01L9IBeWh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9tZXJjYWRvLWZpbmFuY2Vpcm8vbm92by1jZW8tZGEtcGV0cm9icmFzLWZhei1jYWZ1bmUtZW0tYWNpb25pc3Rhcy1lLWFjYW8tc2FsdGEtbWFpcy1kZS01L2FtcC8?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/H3X0ShfQE5rZtjL4yMbdpiMTYRcNKQA1iqa5gQB6TVVdeqIpvo46rOu9VK5VF7yGS0K47rOJZCSs7gw64FG2mxjaA30gGkhc-67hFujlAHoAIatFFzBi8_Fw3ZRt5iQP0p7OT24bfI_cx40SNSQCpOCvr3FQaxoXAqxxFzqdEawn7cIMGP61sP_hcHkyRHo=s0-w100-h100-dcETKQUbEni4gC|
Petrobras perde R$ 28 bilhões na bolsa; e isso foi antes de Bolsonaro trocar o presidente da estatal||||bookmark_border|news.google.com/./articles/CBMikgFodHRwczovL3ZvY2VzYS5hYnJpbC5jb20uYnIvbWVyY2Fkby1maW5hbmNlaXJvL3BldHJvYnJhcy1wZXJkZS1yLTI4LWJpbGhvZXMtbmEtYm9sc2EtZS1pc3NvLWZvaS1hbnRlcy1kZS1ib2xzb25hcm8tdHJvY2FyLW8tcHJlc2lkZW50ZS1kYS1lc3RhdGFsL9IBlgFodHRwczovL3ZvY2VzYS5hYnJpbC5jb20uYnIvbWVyY2Fkby1maW5hbmNlaXJvL3BldHJvYnJhcy1wZXJkZS1yLTI4LWJpbGhvZXMtbmEtYm9sc2EtZS1pc3NvLWZvaS1hbnRlcy1kZS1ib2xzb25hcm8tdHJvY2FyLW8tcHJlc2lkZW50ZS1kYS1lc3RhdGFsL2FtcC8?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/MDssyYbWjN75KUpILjbkDFsc-UqtRQlBuVvBxK5dX8ecQWfUkneflkupBS1pZwagWDgOeB6N_l4rKLKfd1uZmFWOI6GFey_9iBnEby_S7jej9rME-tD1kn5RE-3C9YG9cwPBD7FHRxMqxrvHuEIcNbfukWo9j1ftalPKXMXGohv1GgARvHAbRFIB1cmYyrrW=s0-w100-h100-dcFXGMtsAkqs0B|
Petrobras diz não ter definição sobre vale-gás prometido por Bolsonaro - Sagres Online||2 de ago. de 2021||bookmark_border|news.google.com/./articles/CBMiY2h0dHBzOi8vc2FncmVzb25saW5lLmNvbS5ici9wZXRyb2JyYXMtZGl6LW5hby10ZXItZGVmaW5pY2FvLXNvYnJlLXZhbGUtZ2FzLXByb21ldGlkby1wb3ItYm9sc29uYXJvL9IBAA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/Nz5FBenuH3eC7659mJwnH1IOuVA5sQ_K1jtJDtplVLWZ-Mm264_oSFiQebeWCTReVWr9pe_WeFlpfmRMfhUba4B-WOZVYTPq7dzbcAyjJM9RrO4NsARTCCESuEV95ti95A=s0-w100-h100-dcATGOxb4E|Sagres Online
Petrobras anuncia aumento da gasolina e do diesel em refinarias||||bookmark_border|news.google.com/./articles/CBMieWh0dHBzOi8vYWdlbmNpYWJyYXNpbC5lYmMuY29tLmJyL2Vjb25vbWlhL25vdGljaWEvMjAyMS0wMi9wZXRyb2JyYXMtYW51bmNpYS1hdW1lbnRvLWRhLWdhc29saW5hLWUtZG8tZGllc2VsLWVtLXJlZmluYXJpYXPSAX1odHRwczovL2FnZW5jaWFicmFzaWwuZWJjLmNvbS5ici9lY29ub21pYS9ub3RpY2lhLzIwMjEtMDIvcGV0cm9icmFzLWFudW5jaWEtYXVtZW50by1kYS1nYXNvbGluYS1lLWRvLWRpZXNlbC1lbS1yZWZpbmFyaWFzP2FtcA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/bT0u972hzVtyGFRiwXluj0ie2cKwYFF93j945js7kBdyNwRxWRLSkLNRYWofTID6co2096xuKPp3JQ3g-o85D614442yBH1ZSW4Wi0OQw-nmftj4rUxKYFEzKFrIO4ol4LZ8QmbPIWQ1-wr5ESRQ2AyBVqim7P9n0rvHD-9zLn9Eqwng_s6qoqnhiCsFfkWxx7WteTe4Mnspti8NLY-cQSaEmIx60Fb5dcZplSctBI_sB2U2VaiU-6jE5E5-xJuy44jnLM4wZVYYnd0=s0-w100-h100-dcgVSKyakF|
Se o Brasil é autossuficiente em petróleo, por que a gente importa combustível?||||Opinião|news.google.com/./articles/CBMidmh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9jb2x1bmEvZ3VydS9zZS1vLWJyYXNpbC1lLWF1dG9zc3VmaWNpZW50ZS1lbS1wZXRyb2xlby1wb3ItcXVlLWEtZ2VudGUtaW1wb3J0YS1jb21idXN0aXZlbC_SAXpodHRwczovL3ZvY2VzYS5hYnJpbC5jb20uYnIvY29sdW5hL2d1cnUvc2Utby1icmFzaWwtZS1hdXRvc3N1ZmljaWVudGUtZW0tcGV0cm9sZW8tcG9yLXF1ZS1hLWdlbnRlLWltcG9ydGEtY29tYnVzdGl2ZWwvYW1wLw?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/uu6u4rXASkt376w-lprxXESWI4-IeWeY46bwzF8JKJ04Mf8dR3QOzjJwsUgbbVbQ1hgipUT3CxBgOagoeQ8QTVks96JnOu9SJBUIqQwgp-0o-X2P2MCzIl_S23Tb-Gf9ITw8VaofAUl0GxAESQnHXILuKv7AW9Nn6RDq=s0-w100-h100-dcCTGE8JwI|
Ibovespa volta aos 120K, mas Petrobras está presa no Dia da Marmota||||bookmark_border|news.google.com/./articles/CBMicmh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9tZXJjYWRvLWZpbmFuY2Vpcm8vaWJvdmVzcGEtdm9sdGEtYW9zLTEyMGstbWFzLXBldHJvYnJhcy1lc3RhLXByZXNhLW5vLWRpYS1kYS1tYXJtb3RhL9IBdmh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9tZXJjYWRvLWZpbmFuY2Vpcm8vaWJvdmVzcGEtdm9sdGEtYW9zLTEyMGstbWFzLXBldHJvYnJhcy1lc3RhLXByZXNhLW5vLWRpYS1kYS1tYXJtb3RhL2FtcC8?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/0Wlc9C7lmIOXBSfpoEeqWpXRQV9TNXubyDDY-hugrPAKPeyVnC5VT2NmDP2yBOLpliZeTvZt-TSQijXPkSXtDn9MBos9_U0Ktu0YbmaqcvigkOBMvAkXxVjzwTm5KoY3snD2hXzro1P6TQUWK4LylXetaPVmDC8buQyQWcfhXkr0jwjQ5xXP-NPOY7ysJ8w=s0-w100-h100-dcFUKI6rzlYyeKpEU|
"Petrobras anuncia novo aumento nos preços da gasolina e do diesel | NSC Total"||||bookmark_border|news.google.com/./articles/CBMiZmh0dHBzOi8vd3d3Lm5zY3RvdGFsLmNvbS5ici9ub3RpY2lhcy9wZXRyb2JyYXMtYW51bmNpYS1ub3ZvLWF1bWVudG8tbm9zLXByZWNvcy1kYS1nYXNvbGluYS1lLWRvLWRpZXNlbNIBbGh0dHBzOi8vd3d3Lm5zY3RvdGFsLmNvbS5ici9ub3RpY2lhcy9wZXRyb2JyYXMtYW51bmNpYS1ub3ZvLWF1bWVudG8tbm9zLXByZWNvcy1kYS1nYXNvbGluYS1lLWRvLWRpZXNlbD9hbXA9MQ?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/tZ_Lc4SJOWt-dAtf3KQW45vEDGI9IOt52tDfGXceHIM6wqLkeyYug54fIeS57GrUeHoUHO9GVRHSz-8qAUAuC8CuroXd8qUINcRIy2UUB7l76QALkXXiB1M4vfhYayTORigxb_fLLYAlO94uNvgiO7q3H_rdYGEletUI7MqOkOamWTi6AQl7MZBWPBHFfahlIT_A8hUAnkJgTNcdl5fwmtRvAZeGHFGOcXQ6-_HGCfz5oJrEtIDGmn5_1bm5A7zU=s0-w100-h100-dcARCKCi1mkqcC|
Greve dos petroleiros: veja 5 pontos que você precisa entender||||bookmark_border|news.google.com/./articles/CAIiED00mU8Q_cGJcnl49IAjR1oqMwgEKioIACIQ6Oscywwn_jrGypQ_VGmIRyoUCAoiEOjrHMsMJ_46xsqUP1RpiEcwvbrBBg?uo=CAUiaGh0dHBzOi8vd3d3LmNhcnRhY2FwaXRhbC5jb20uYnIvc29jaWVkYWRlL2dyZXZlLWRvcy1wZXRyb2xlaXJvcy12ZWphLTUtcG9udG9zLXF1ZS12b2NlLXByZWNpc2EtZW50ZW5kZXIv0gEA&hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/4yveKwpxVPPBoUm3GrvBJwdFOAp9MXnf5UqOcp_OCJpZ_p0GpnTHn1KZAIUBiXz2C9XghSf98T_5jQQ_sdMqb3eqIpt8VGK0ORK8tTMM-0OscJj1g66PVgTjQyQ-2YLGRY4laqiREyUx2oL46Ow_cq-2NOSOG3AxWgrB8S6QZGdVVQ=s0-w100-h100-dcATCK4rwE|
Ele largou salário de R$ 4,5 mil na Petrobras para virar jogador; hoje é destaque do Ceará no Brasileiro||||bookmark_border|news.google.com/./articles/CBMimQFodHRwczovL3d3dy5lc3BuLmNvbS5ici9mdXRlYm9sL2FydGlnby9fL2lkLzU5NDUwOTMvZWxlLWxhcmdvdS1zYWxhcmlvLWRlLXItNDUtbWlsLW5hLXBldHJvYnJhcy1wYXJhLXZpcmFyLWpvZ2Fkb3ItaG9qZS1lLWRlc3RhcXVlLWRvLWNlYXJhLW5vLWJyYXNpbGVpcm_SAaYBaHR0cHM6Ly93d3cuZXNwbi5jb20uYnIvZnV0ZWJvbC9hcnRpZ28vXy9pZC81OTQ1MDkzL2VsZS1sYXJnb3Utc2FsYXJpby1kZS1yLTQ1LW1pbC1uYS1wZXRyb2JyYXMtcGFyYS12aXJhci1qb2dhZG9yLWhvamUtZS1kZXN0YXF1ZS1kby1jZWFyYS1uby1icmFzaWxlaXJvP3BsYXRmb3JtPWFtcA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/jDwff0ct-k63O3kbiASxBSN8GszVPL-k1r0UjH-oSsq_4x7iipwcJOtmF3EPvXj-4tvwsr7BSuqqMHAe1ThqjVcdbsiMuq5CgzAi3q-Salklaetlebg3fdlt=s0-w100-h100-dcETKYMRkK|
Petrobras é a maior petroleira entre empresas de capital aberto||||bookmark_border|news.google.com/./articles/CBMib2h0dHA6Ly9nMS5nbG9iby5jb20vZWNvbm9taWEvbm90aWNpYS8yMDE1LzAxL3BldHJvYnJhcy1lLW1haW9yLXBldHJvbGVpcmEtZW50cmUtZW1wcmVzYXMtZGUtY2FwaXRhbC1hYmVydG8uaHRtbNIBAA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/WaEqyQPD8WQDRylVXhNrMRizqyOLmH-AQVR4ovvbgVt7ZpR-Yvqxi5SVms5Wr5p4LWQroniUYQUOOtH9KK9mTL6lh77B97Jab0gHFI_9a3cL2HjtNqe1z3oShAUeICPlMTlZJa3T2H6SjuyMJsp90Ww_clSy4OqX_N9gW1FrIUjuGROUyu2Qx7cdg-Yy8YDZ0axjrH4_8ZHeLncF5IIa_u4hR8Z8Ia6ZjlZUqvHDyo02xokSmn2edmRzYAJlhBTeyMeLFBcnmhxxRsaKqGvp0WknH4TMVGIKfFyc1jQ=s0-w100-h100-dcFWAG|
Cade investiga Petrobras por ‘possíveis condutas anticompetitivas’ com reajuste de combustíveis|O Globo|7/01/2022||"Cade investiga Petrobras por 'possíveis condutas anticompetitivas' com 
reajuste de combustíveis. Petrobras reajustou o preço da gasolina e do 
diesel em até 8%..."|https://oglobo.globo.com/economia/macroeconomia/cade-investiga-petrobras-por-possiveis-condutas-anticompetitivas-com-reajuste-de-combustiveis-1-25357327|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Cade investiga Petrobras por possíveis abusos no mercado de combustíveis|Folha|7/01/2022||"O Cade (Conselho Administrativo de Defesa Econômica) abriu inquérito 
administrativo contra a Petrobras para investigar possíveis abusos no 
mercado de..."|https://www1.folha.uol.com.br/mercado/2022/01/cade-investiga-petrobras-por-possiveis-abusos-no-mercado-de-combustiveis.shtml|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Petrobras será investigada por abuso em reajuste nos combustíveis|iG Economia|7/01/2022||"O Conselho Administrativo de Defesa Econômica (Cade) abriu dois inquéritos 
para investigar a Petrobras por supostos abusos em reajustes dos 
combustíveis."|https://economia.ig.com.br/2022-01-17/cade-investigacao-petrobras-abuso-reajuste-combustiveis.html|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Petrobras anuncia recorde de produção do pré-sal em 2021|CNN Brasil|7/01/2022||"A Petrobras anunciou, nesta segunda-feira (17), que registrou recorde anual 
de ... de 1,86 milhão de boed, representando 66% da produção total da 
Petrobras."|https://www.cnnbrasil.com.br/business/petrobras-anuncia-recorde-de-producao-do-pre-sal-em-2021/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Petrobras (PETR4) venderá R$ 4 bilhões de ações PNA da Braskem (BRKM5) em oferta secundária|Suno|7/01/2022||"O prospecto da oferta foi divulgado na madrugada de sexta para sábado e não 
revelou o que a Petrobras fará com o capital,. Cotação de PETR4 e BRKM5. 
Com a..."|https://www.suno.com.br/noticias/petrobras-petr4-braskem-brkm5-acoes-oferta-secundaria-follow-on/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Projeto para conter alta dos combustíveis deve entrar na ...|Senado Federal|7/01/2022||"Os preços dos combustíveis sofreram sucessivos reajustes em 2021, que 
resultaram em uma elevação nos postos de cerca de 44%. Na semana passada, a 
Petrobras..."|https://www12.senado.leg.br/noticias/materias/2022/01/17/projeto-para-conter-alta-dos-combustiveis-deve-entrar-na-pauta-do-plenario|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Valor do diesel beira os R$ 7 após aumento de preço da Petrobras|Yahoo Finanças|7/01/2022||"Petrobras e Acelen anunciaram aumento nos preços do valor do diesel na 
última semana · Mudança já foi sentida no bolso dos brasileiros; somente 
valor do etanol..."|https://br.financas.yahoo.com/noticias/apos-aumento-de-preco-de-petrobras-e-acelen-valor-do-diesel-beira-os-r-7-144651370.html|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Petrobras contrata três sondas da Constellation|Portos e Navios|7/01/2022||"A Constellation Oil Services ganhou novos contratos com a Petrobras para 
três de suas plataformas. A empresa anunciou em um comunicado recente que 
os..."|https://www.portosenavios.com.br/noticias/offshore/petrobras-contrata-tres-sondas-da-constellation|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Cegás abre concorrência para contratar gás natural, em prazo ...|EPBR|7/01/2022||"A Petrobras, que recorre das liminares, afirma que está praticando preços 
de mercado, e que não caberia à empresa subsidiar as distribuidoras. Diz 
também que..."|https://epbr.com.br/cegas-abre-concorrencia-para-contratar-gas-natural-em-prazo-aberto-por-liminar/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
ConJur - STJ mantém fiança para suspeito de furtar ...|Consultor Jurídico|7/01/2022||"... sustentando que ele teria envolvimento com os crimes de uma organização 
especializada em perfurar oleodutos da Petrobras para furtar combustível."|https://www.conjur.com.br/2022-jan-17/stj-mantem-fianca-suspeito-roubar-combustivel-petrobras|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Cade investiga Petrobras por suposto abuso no mercado de ...|Exame|8/01/2022||"O Conselho Administrativo de Defesa Econômica (Cade) abriu uma investigação 
para apurar ""possível abuso de posição dominante, por parte da Petrobras,..."|https://exame.com/economia/cade-investiga-petrobras-por-suposto-abuso-no-mercado-de-combustiveis/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Cade abre inquérito para investigar Petrobras por alta de ...|Consultor Jurídico|8/01/2022||"O Conselho Administrativo de Defesa Econômica instaurou inquérito 
administrativo para apurar um possível abuso da Petrobras no mercado de 
combustíveis."|https://www.conjur.com.br/2022-jan-18/cade-abre-inquerito-investigar-petrobras-alta-combustiveis|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Cade apura se Petrobras cometeu infração no reajuste de preços dos combustíveis|Valor Econômico|8/01/2022||"Em resposta, a Petrobras informou que seus preços seguem a dinâmica de 
mercados de commodities e estão em conformidade com a legislação aplicável."|https://valor.globo.com/empresas/noticia/2022/01/18/cade-apura-se-petrobras-cometeu-infracao-no-reajuste-de-precos-dos-combustiveis.ghtml|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Petrobras tem recorde de produção no pré-sal, com 1,9 milhão de barris ao dia|Valor Econômico|8/01/2022||"A Petrobras registrou o maior volume anual de produção no pré-sal em 2021, 
com a extração de 1,95 milhão de barris de óleo equivalente por dia 
(boe/dia) no..."|https://valor.globo.com/empresas/noticia/2022/01/18/petrobras-tem-recorde-de-producao-no-pre-sal-com-19-milhao-de-barris-ao-dia.ghtml|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
PETROBRÁS ESCOLHERÁ EM AGOSTO A FORNECEDORA ...|PetroNotícias|8/01/2022||"PETROBRÁS ESCOLHERÁ EM AGOSTO A FORNECEDORA DE TECNOLOGIA INOVADORA PARA 
SEPARAÇÃO DE CO2. 18. jan, 2022 0 Comentários · hisep Uma das novas 
tecnologias da..."|https://petronoticias.com.br/petrobras-escolhera-em-agosto-a-fornecedora-de-tecnologia-inovadora-para-separacao-de-co2/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Braskem pode ser beneficiada com saída de Petrobras e ...|Mais Retorno|8/01/2022||"A venda das participações da Petrobras e Novonor (ex-Odebrecht) na Braskem 
pode trazer boas oportunidades para o investidor, segundo analistas."|https://maisretorno.com/portal/saida-petrobras-novonor-capital-braskem-oportunidades-investidor|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Petrobras (PETR4) e PetroRio (PRIO3) são destaques com preço do petróleo em níveis históricos|Suno|8/01/2022||"Petrobras (PETR4) e PetroRio (PRIO3) são destaques com preço do petróleo em 
... As ações da Petrobras também operam com valorização: PETR4 subia 
0,76%,..."|https://www.suno.com.br/noticias/petrobras-petr4-petrorio-prio3-preco-do-petroleo/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Pagamentos de auxílios, recorde de produção da Petrobras do pré-sal e mais de 18 de janeiro|CNN Brasil|8/01/2022||"O pagamento da primeira parcela do ano do Auxílio-Gás e do Auxílio Brasil e 
o recorde de produção de pré-sal da Petrobras estão entre os destaques do 
5..."|https://www.cnnbrasil.com.br/nacional/pagamentos-de-auxilios-recorde-de-producao-da-petrobras-do-pre-sal-e-mais-de-18-de-janeiro/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
A Petrobrás e os caminhos para reconstruir o Brasil|Outras Palavras|8/01/2022||"A Petrobrás e os caminhos para reconstruir o Brasil. Indutora da indústria 
nacional, estatal sofre sucessivos desmontes, mas continua saudável e 
inovadora. Sua..."|https://outraspalavras.net/estadoemdisputa/a-petrobras-e-os-caminhos-para-reconstruir-o-brasil/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Não, a Petrobras não quebrou|Monitor Mercantil|8/01/2022||"Se não bastasse, em junho de 2015, ainda no Governo Dilma, a Petrobras 
captou US$ 2,5 bilhões junto ao Deutsch Bank Securities e o J.P. Morgan com 
vencimento de..."|https://monitormercantil.com.br/nao-a-petrobras-nao-quebrou/|data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==|
Governo federal vai levar R$ 17,7 bilhões em dividendos da Petrobras||6 de mai.||bookmark_border|news.google.com/./articles/CAIiEAiv4s-ewm2UkV4EIvQYV_oqGQgEKhAIACoHCAowos6mCzCK2b4DMKqTsgc?uo=CAUicmh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9tZXJjYWRvLWZpbmFuY2Vpcm8vZ292ZXJuby1mZWRlcmFsLXZhaS1sZXZhci1yLTE3Ny1iaWxob2VzLWVtLWRpdmlkZW5kb3MtZGEtcGV0cm9icmFzL9IBAA&hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/sT9Exbz7f0DnfFL8J3L3lvXJkaZK_wBhEE-hu_DJIF2fox4TiXsYp9XAExTRh3CnT4-XjWAqXoVDwR5gaYsS4dUdMwjWpKkAYCqaN9fg6HOOxKPtp0a6hogBFW-d5F9LHIqFeKCrXHmyef693ZvsUN7Je7QAeh3AjZALLWFE2zBVBOuj0DoNYag1=s0-w100-h100-dcDROK7ZmqsSsC|VC S/A
Ações da Petrobras despencam 7% com incerteza sobre política de preços||7 de mar.||bookmark_border|news.google.com/./articles/CAIiEOL771XmGKPZIw8-3tuK5vsqGQgEKhAIACoHCAowos6mCzCK2b4DMKqTsgc?uo=CAUidWh0dHBzOi8vdm9jZXNhLmFicmlsLmNvbS5ici9tZXJjYWRvLWZpbmFuY2Vpcm8vYWNvZXMtZGEtcGV0cm9icmFzLWRlc3BlbmNhbS03LWNvbS1pbmNlcnRlemEtc29icmUtcG9saXRpY2EtZGUtcHJlY29zL9IBAA&hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/pI18dQNgUX6Ed4i3OiKotjZcDjOcbgfxUBNGGBcGzpy7BjX_-L7jHlFov348jfsYNLJ0ZcmMA98Hl94qxZALE09pHpPiNEIxFVE_BEYUP4W3TWzkMdvjUt8HpYKP9fzwkbZD0t8rlO6GDCriY1VPg6WpBr4=s0-w100-h100-dchTCMziEpLpAB|VC S/A
Analistas reforçam recomendação de compra para as ações da Petrobras. Mas cuidado||30 de mar.||bookmark_border|news.google.com/./articles/CAIiEKyFCWDiFbzlD4Mg4jYyuIgqGQgEKhAIACoHCAowos6mCzCK2b4DMKqTsgc?uo=CAUigAFodHRwczovL3ZvY2VzYS5hYnJpbC5jb20uYnIvbWVyY2Fkby1maW5hbmNlaXJvL2FuYWxpc3Rhcy1yZWZvcmNhbS1yZWNvbWVuZGFjYW8tZGUtY29tcHJhLXBhcmEtYXMtYWNvZXMtZGEtcGV0cm9icmFzLW1hcy1jdWlkYWRvL9IBAA&hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/rLfSo6KoNSQuBfTEiczicwznL1ZZgav7sce2EQTF2NHZL_DAmU-sjO8Ou88Lh5q-w6sKakGNubkbUov7wbLW68Gzg7_YEfJYlxmkiE9r0RFCOtUA-jFovy9G_H__XjQFkGzfcGpyhOQV3hlKz9m5CmCZpaY6c1xR6m7SOA_7RD4-fNuyapGufeuUaA=s0-w100-h100-dcATGKpbIF|VC S/A
Prepare o bolso: Petrobras (PETR4) aumenta preço da gasolina em 19% a partir de amanhã; diesel vai subir 25%||10 de mar.||bookmark_border|news.google.com/./articles/CAIiEKP01xY8JKLJeOFYY0zClgcqGQgEKhAIACoHCAowpcyPCzCshKMDMLXjrwY?uo=CAUiV2h0dHBzOi8vd3d3LnNldWRpbmhlaXJvLmNvbS8yMDIyL2Vjb25vbWlhL3BldHJvYnJhcy1wZXRyNC1hdW1lbnRhLWdhc29saW5hLWRpZXNlbC12dmthL9IBAA&hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/mF6RCzhxQKNa4z2GODuJgwhw4pTViSqC927uCXQ61hRyKg0IN_Pn-Wbh6TSP_xq_fn96hYJWmPaZQVHkGtG2o7s7QL3Mjsee_2tcLvfrP0Q1go9r9w=s0-w100-h100-dcATCOB6oG|Seu Dinheiro
Presidente do Flamengo é indicado pelo governo para chefiar Conselho da Petrobras||6 de mar.||bookmark_border|news.google.com/./articles/CBMidGh0dHBzOi8vd3d3LmVzcG4uY29tLmJyL2Z1dGVib2wvYXJ0aWdvL18vaWQvMTAwMjkzMDAvcHJlc2lkZW50ZS1mbGFtZW5nby1pbmRpY2Fkby1nb3Zlcm5vLWNoZWZpYXItY29uc2VsaG8tcGV0cm9icmFz0gGBAWh0dHBzOi8vd3d3LmVzcG4uY29tLmJyL2Z1dGVib2wvYXJ0aWdvL18vaWQvMTAwMjkzMDAvcHJlc2lkZW50ZS1mbGFtZW5nby1pbmRpY2Fkby1nb3Zlcm5vLWNoZWZpYXItY29uc2VsaG8tcGV0cm9icmFzP3BsYXRmb3JtPWFtcA?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/qKHbsL5Rc9yGtcshSBTdHAelNfOx4qgeBB60c8Mu1UIkJX6SKijWKZ9LtL3sns6WAGGwqLg02tX_fbTAXVCkoVqriRErkq1Ept8gcaGGFUGC31gjQfSLDrwr=s0-w100-h100-dcgWWEzaEI|ESPN.com.br
Gabarito Extraoficial Petrobras – Conhecimentos Básicos||20 de fev.||bookmark_border|news.google.com/./articles/CBMiYmh0dHBzOi8vd3d3LmVzdHJhdGVnaWFjb25jdXJzb3MuY29tLmJyL2Jsb2cvZ2FiYXJpdG8tZXh0cmFvZmljaWFsLXBldHJvYnJhcy1jb25oZWNpbWVudG9zLWJhc2ljb3Mv0gFmaHR0cHM6Ly93d3cuZXN0cmF0ZWdpYWNvbmN1cnNvcy5jb20uYnIvYmxvZy9nYWJhcml0by1leHRyYW9maWNpYWwtcGV0cm9icmFzLWNvbmhlY2ltZW50b3MtYmFzaWNvcy9hbXAv?hl=pt-BR&gl=BR&ceid=BR%3Apt-419|https://lh3.googleusercontent.com/proxy/tSOGCr5B0xeXimBww18GrsCCNrAUohCP4XtVna5xCm0p_LsUFXM0HQBwjghrTSs6RBUWdegzrH0mAFHz38Dl_y96z-IsUm9m0GOe8Qt5bFbCtAxOf7LVqADSPcHc9XDhcLAveA=s0-w100-h100-dcAZCOZbYG|Estratégia Concursos
